hex_id,lcz,svf,plan_area,wall_area_m2,height
23934,14,0.991913384139,0.0,0.0,0.0
23935,8,0.991716533102,411.133599941,904.84574433028,9.25
23936,9,0.986003486669,0.0,0.0,0.0
23937,9,0.960268441403,0.0,0.0,0.0
23938,8,0.957056294278,2820.0812047469,4647.172345183232,5.764705882352941
23939,8,0.939100200906,14156.4523581149,7339.268529860074,8.815
23940,8,0.927871915449,10.6677829571,146.73954948339397,11.62
23941,8,0.989262087211,0.0,0.0,0.0
23942,14,0.994203843934,0.0,0.0,0.0
23943,14,0.969492388705,748.1177620521,878.8517350724263,3.9480000000000004
23944,8,0.909959649871,5608.1709482488595,9449.846631296148,4.327209302325581
23945,8,0.886331310429,11715.114211246166,16609.3560993585,3.9443617021276594
23946,8,0.932707332063,6654.37773457841,10225.280537216822,4.057755102040817
23947,9,0.941525953332,474.58891155,118.58565582026502,2.39
